STUDENT_ID,CLASSIFICATION,PRIMARY_COLLEGE,SECONDARY_COLLEGE,HC_OR_COE,USAGE_OVER_LAST_90_DAYS
934589478,Sophomore,College of Engineering,N/A,Both,1
934589493,Junior,College of Engineering,N/A,COE,0
934589521,Sophomore,College of Science,N/A,HC,3
934589534,Freshman,College of Engineering,N/A,COE,0
934589543,Freshman,College of Engineering,N/A,Both,0
934589617,Freshman,College of Engineering,N/A,COE,1
934589629,Junior,College of Engineering,College of Science,COE,0
934589639,Freshman,College of Engineering,N/A,COE,0
934589651,Sophomore,College of Science,N/A,HC,0
934589654,Junior,College of Science,N/A,HC,0
934589659,Freshman,College of Engineering,N/A,COE,0
934589663,Freshman,College of Engineering,N/A,COE,0
934589668,Junior,College of Science,N/A,HC,5
934589670,Sophomore,College of Engineering,N/A,COE,0
934589676,Freshman,College of Engineering,N/A,COE,0
934589690,Junior,College of Agricultural Sciences,N/A,HC,0
934589694,Freshman,College of Engineering,N/A,COE,1
934589715,Junior,College of Engineering,N/A,COE,1
934589801,Junior,College of Engineering,N/A,COE,1
934589803,Junior,College of Engineering,N/A,COE,0
934589810,Sophomore,College of Engineering,N/A,COE,0
934589818,Sophomore,College of Engineering,N/A,COE,0
934589827,Junior,College of Health,N/A,HC,1
934589845,Sophomore,College of Engineering,N/A,Both,0
934589853,Sophomore,College of Science,N/A,HC,0
934589891,Junior,College of Engineering,N/A,Both,3
934589898,Sophomore,College of Science,College of Liberal Arts,HC,0
934589905,Junior,College of Engineering,N/A,COE,14
934589925,Sophomore,College of Engineering,N/A,COE,0
934589929,Junior,College of Engineering,N/A,COE,0
934589938,Senior,College of Engineering,N/A,COE,0
934589978,Junior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934589997,Junior,College of Engineering,N/A,Both,0
934590079,Junior,College of Engineering,N/A,COE,18
934590154,Sophomore,College of Engineering,N/A,COE,3
934590167,Junior,College of Engineering,N/A,Both,2
934590173,Freshman,College of Engineering,N/A,Both,4
934590199,Junior,College of Engineering,N/A,Both,0
934590226,Junior,College of Engineering,N/A,Both,0
934590261,Sophomore,College of Engineering,N/A,COE,15
934590283,Sophomore,College of Agricultural Sciences,N/A,HC,0
934590382,Sophomore,College of Engineering,N/A,Both,0
934590445,Junior,College of Engineering,N/A,COE,0
934590454,Freshman,College of Engineering,N/A,COE,1
934590455,Freshman,College of Engineering,N/A,COE,1
934590469,Sophomore,College of Engineering,N/A,COE,0
934590488,Senior,College of Engineering,N/A,COE,0
934590522,Sophomore,College of Engineering,N/A,COE,3
934590523,Junior,College of Science,N/A,HC,0
934590543,Junior,College of Science,N/A,HC,0
934590545,Junior,College of Agricultural Sciences,N/A,HC,0
934590551,Freshman,College of Science,N/A,HC,0
934590575,Junior,College of Engineering,N/A,Both,0
934590604,Sophomore,College of Engineering,N/A,COE,0
934590607,Freshman,College of Engineering,N/A,COE,0
934590613,Freshman,College of Engineering,N/A,Both,1
934590614,Sophomore,College of Engineering,N/A,Both,6
934590624,Sophomore,College of Science,N/A,HC,1
934590628,Sophomore,College of Engineering,N/A,Both,1
934590631,Junior,College of Engineering,N/A,Both,10
934590634,Sophomore,College of Engineering,N/A,COE,0
934590718,Freshman,College of Engineering,N/A,COE,1
934590741,Sophomore,College of Engineering,N/A,Both,4
934590774,Sophomore,College of Engineering,N/A,Both,9
934590793,Sophomore,College of Engineering,N/A,Both,0
934590797,Sophomore,College of Science,N/A,HC,0
934590828,Sophomore,College of Engineering,N/A,Both,1
934590850,Sophomore,College of Engineering,N/A,COE,0
934590851,Freshman,College of Engineering,N/A,Both,0
934590863,Junior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934590885,Sophomore,College of Engineering,N/A,Both,10
934590888,Sophomore,College of Engineering,N/A,Both,0
934590889,Sophomore,College of Engineering,N/A,Both,19
934590926,Sophomore,College of Science,N/A,HC,4
934590927,Junior,College of Engineering,N/A,Both,5
934590934,Junior,College of Engineering,N/A,Both,0
934590940,Junior,College of Engineering,College of Agricultural Sciences,Both,0
934590941,Junior,College of Engineering,N/A,Both,0
934590968,Junior,College of Engineering,N/A,COE,0
934591058,Sophomore,College of Science,N/A,HC,2
934591061,Junior,College of Engineering,Honors College,COE,0
934591074,Sophomore,College of Engineering,N/A,Both,0
934591093,Sophomore,University Exploratory Study,N/A,HC,0
934591156,Junior,College of Forestry,N/A,HC,0
934591165,Sophomore,College of Science,N/A,HC,3
934591217,Sophomore,College of Science,N/A,HC,0
934591219,Junior,College of Engineering,N/A,Both,3
934591228,Sophomore,College of Engineering,N/A,COE,1
934591244,Junior,College of Engineering,N/A,COE,0
934591256,Freshman,College of Science,N/A,HC,0
934591273,Sophomore,College of Science,N/A,HC,0
934591275,Sophomore,College of Engineering,N/A,Both,2
934591311,Sophomore,College of Engineering,N/A,Both,0
934591316,Sophomore,College of Engineering,N/A,COE,3
934591340,Sophomore,College of Engineering,N/A,COE,21
934591365,Sophomore,College of Science,N/A,HC,0
934591397,Sophomore,College of Engineering,N/A,COE,0
934591420,Junior,College of Engineering,College of Science,Both,1
934591464,Junior,College of Engineering,N/A,Both,0
934591521,Sophomore,College of Engineering,N/A,Both,5
934591536,Sophomore,College of Engineering,N/A,Both,0
934591549,Sophomore,College of Engineering,N/A,Both,7
934591550,Junior,College of Science,N/A,HC,53
934591571,Junior,College of Agricultural Sciences,N/A,HC,0
934591572,Sophomore,College of Engineering,College of Agricultural Sciences,Both,0
934591608,Junior,College of Science,N/A,HC,1
934591622,Junior,College of Liberal Arts,N/A,HC,0
934591667,Sophomore,College of Liberal Arts,N/A,HC,0
934591677,Sophomore,College of Engineering,N/A,COE,0
934591726,Sophomore,College of Engineering,N/A,COE,0
934591785,Freshman,College of Engineering,N/A,Both,2
934591791,Sophomore,College of Engineering,College of Liberal Arts,COE,0
934591796,Freshman,College of Science,N/A,HC,0
934591895,Sophomore,College of Engineering,N/A,COE,1
934591896,Sophomore,College of Engineering,N/A,Both,0
934591911,Sophomore,College of Engineering,N/A,COE,0
934591920,Freshman,College of Engineering,N/A,Both,0
934591956,Sophomore,College of Science,N/A,HC,3
934591965,Sophomore,College of Engineering,N/A,Both,0
934591988,Junior,College of Science,N/A,HC,0
934592067,Sophomore,College of Engineering,N/A,Both,0
934592074,Junior,College of Science,N/A,HC,0
934592076,Freshman,College of Engineering,N/A,COE,0
934592079,Sophomore,College of Engineering,N/A,COE,0
934592110,Sophomore,College of Health,N/A,HC,0
934592167,Sophomore,College of Engineering,N/A,COE,3
934592176,Freshman,College of Engineering,N/A,COE,1
934592199,Sophomore,College of Science,N/A,HC,0
934592201,Freshman,College of Engineering,N/A,COE,0
934592221,Junior,College of Engineering,N/A,Both,3
934592233,Sophomore,College of Science,N/A,HC,0
934592246,Freshman,College of Science,N/A,HC,0
934592291,Sophomore,College of Engineering,N/A,COE,0
934592308,Sophomore,College of Engineering,College of Liberal Arts,Both,0
934592309,Sophomore,College of Science,N/A,HC,0
934592340,Sophomore,College of Science,N/A,HC,0
934592343,Sophomore,College of Science,N/A,HC,0
934592351,Junior,College of Engineering,N/A,COE,0
934592361,Sophomore,College of Engineering,N/A,Both,0
934592370,Sophomore,College of Engineering,N/A,COE,1
934592381,Junior,College of Engineering,N/A,COE,2
934592414,Sophomore,College of Engineering,N/A,Both,20
934592429,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934592452,Sophomore,College of Engineering,N/A,Both,3
934592507,Junior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,5
934592513,Sophomore,College of Engineering,N/A,COE,0
934592523,Sophomore,College of Agricultural Sciences,N/A,HC,0
934592526,Junior,College of Engineering,N/A,COE,7
934592557,Freshman,College of Engineering,N/A,COE,1
934592572,Junior,College of Engineering,N/A,COE,7
934592630,Junior,College of Engineering,N/A,COE,9
934592671,Sophomore,College of Science,N/A,HC,17
934592710,Sophomore,College of Engineering,N/A,COE,0
934592754,Sophomore,College of Engineering,N/A,COE,1
934592779,Sophomore,College of Engineering,N/A,Both,0
934592783,Junior,College of Engineering,N/A,Both,3
934592813,Freshman,College of Engineering,N/A,COE,0
934592816,Junior,College of Engineering,N/A,Both,0
934592822,Junior,College of Engineering,N/A,COE,1
934592845,Sophomore,College of Engineering,N/A,COE,5
934592890,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934593054,Freshman,College of Science,N/A,HC,0
934593063,Sophomore,College of Engineering,N/A,COE,1
934593071,Sophomore,College of Engineering,N/A,COE,0
934593072,Graduate,College of Engineering,N/A,Both,0
934593085,Junior,College of Engineering,N/A,Both,0
934593109,Junior,College of Engineering,N/A,COE,3
934593122,Sophomore,College of Business,N/A,HC,0
934593155,Junior,College of Engineering,N/A,COE,1
934593160,Freshman,College of Business,N/A,HC,0
934593192,Freshman,College of Engineering,N/A,COE,0
934593199,Sophomore,College of Engineering,N/A,COE,0
934593205,Junior,College of Engineering,N/A,Both,0
934593209,Junior,College of Engineering,N/A,COE,0
934593220,Sophomore,College of Engineering,N/A,COE,3
934593237,Sophomore,College of Engineering,N/A,COE,1
934593290,Sophomore,College of Engineering,N/A,COE,0
934593293,Senior,College of Engineering,N/A,Both,4
934593303,Junior,College of Engineering,N/A,Both,3
934593304,Junior,College of Engineering,N/A,Both,5
934593341,Sophomore,College of Science,College of Liberal Arts,HC,0
934593344,Sophomore,College of Engineering,N/A,COE,0
934593355,Sophomore,College of Engineering,N/A,Both,7
934593364,Freshman,College of Science,N/A,HC,1
934593365,Sophomore,College of Engineering,N/A,Both,5
934593369,Junior,College of Engineering,N/A,COE,0
934593381,Junior,College of Engineering,N/A,Both,0
934593413,Freshman,College of Science,N/A,HC,2
934593416,Sophomore,College of Engineering,N/A,COE,0
934593424,Sophomore,College of Engineering,N/A,COE,0
934593425,Junior,College of Engineering,N/A,COE,0
934593430,Junior,College of Engineering,N/A,Both,3
934593450,Junior,College of Engineering,N/A,COE,1
934593451,Freshman,College of Engineering,N/A,Both,0
934593467,Sophomore,College of Engineering,N/A,COE,1
934593503,Sophomore,College of Engineering,N/A,Both,1
934593542,Sophomore,College of Engineering,N/A,Both,1
934593549,Freshman,College of Engineering,N/A,COE,0
934593556,Junior,College of Engineering,N/A,Both,2
934593574,Freshman,College of Engineering,N/A,COE,0
934593582,Sophomore,College of Engineering,N/A,COE,4
934593633,Sophomore,College of Agricultural Sciences,N/A,HC,1
934593644,Sophomore,College of Engineering,N/A,Both,2
934593656,Junior,College of Engineering,N/A,COE,2
934593662,Sophomore,College of Engineering,N/A,COE,0
934593695,Sophomore,College of Science,N/A,HC,2
934593726,Sophomore,College of Engineering,N/A,Both,0
934593751,Sophomore,College of Agricultural Sciences,N/A,HC,3
934593791,Sophomore,College of Engineering,N/A,Both,2
934593795,Sophomore,College of Engineering,N/A,COE,2
934593859,Freshman,College of Engineering,N/A,COE,13
934593864,Senior,College of Engineering,N/A,COE,0
934593882,Sophomore,College of Engineering,N/A,COE,0
934593885,Junior,College of Engineering,N/A,COE,4
934593896,Junior,College of Engineering,N/A,COE,1
934593909,Junior,College of Engineering,N/A,Both,12
934593940,Junior,College of Engineering,N/A,COE,8
934593944,Senior,College of Engineering,College of Science,COE,2
934593960,Junior,College of Engineering,N/A,Both,1
934593992,Sophomore,College of Engineering,N/A,COE,0
934593995,Junior,College of Engineering,N/A,COE,2
934594035,Sophomore,College of Engineering,N/A,COE,3
934594050,Sophomore,College of Engineering,N/A,COE,1
934594116,Graduate,College of Engineering,N/A,COE,14
934594287,Sophomore,College of Engineering,N/A,COE,5
934594312,Junior,College of Engineering,N/A,Both,0
934594345,Sophomore,College of Science,N/A,HC,0
934594350,Sophomore,College of Science,N/A,HC,0
934594367,Sophomore,College of Engineering,College of Forestry,Both,4
934594381,Junior,College of Engineering,N/A,COE,4
934594383,Sophomore,College of Engineering,N/A,COE,0
934594396,Sophomore,College of Engineering,N/A,COE,0
934594403,Sophomore,College of Engineering,N/A,Both,12
934594415,Sophomore,College of Science,N/A,HC,0
934594438,Junior,College of Engineering,N/A,COE,2
934594576,Junior,College of Engineering,N/A,COE,2
934594584,Senior,College of Business,College of Agricultural Sciences,HC,3
934594600,Freshman,College of Engineering,N/A,COE,5
934594631,Sophomore,College of Engineering,N/A,COE,0
934594802,Junior,College of Liberal Arts,N/A,HC,0
934594931,Freshman,College of Engineering,N/A,COE,15
934595019,Junior,College of Engineering,N/A,COE,0
934595174,Sophomore,College of Engineering,N/A,COE,0
934595243,Graduate,College of Engineering,N/A,COE,1
934595378,Sophomore,College of Engineering,College of Liberal Arts,Both,2
934595380,Freshman,College of Engineering,N/A,COE,18
934595382,Sophomore,College of Engineering,N/A,COE,8
934595408,Sophomore,College of Science,College of Liberal Arts,HC,5
934595446,Sophomore,College of Business,N/A,HC,0
934595470,Junior,College of Engineering,N/A,Both,0
934595501,Junior,College of Engineering,N/A,COE,3
934595652,Freshman,College of Engineering,N/A,COE,1
934595692,Freshman,College of Engineering,N/A,Both,1
934595796,Sophomore,College of Engineering,N/A,COE,2
934595972,Graduate,College of Engineering,N/A,COE,5
934596010,Sophomore,College of Science,N/A,HC,8
934596029,Freshman,College of Engineering,N/A,Both,0
934596285,Sophomore,College of Engineering,N/A,COE,0
934596317,Sophomore,College of Engineering,N/A,COE,0
934596352,Freshman,College of Engineering,N/A,COE,0
934596355,Junior,College of Engineering,N/A,COE,6
934596444,Junior,College of Engineering,N/A,COE,2
934596674,Senior,College of Engineering,N/A,COE,0
934596839,Graduate,College of Engineering,N/A,COE,0
934596865,Sophomore,College of Engineering,N/A,COE,1
934596976,Senior,College of Engineering,N/A,COE,4
934597093,Sophomore,College of Agricultural Sciences,N/A,HC,0
934597494,Freshman,College of Engineering,N/A,COE,0
934597582,Sophomore,College of Science,N/A,HC,0
934597635,Senior,College of Engineering,N/A,Both,0
934597810,Sophomore,College of Engineering,N/A,Both,0
934597888,Senior,College of Engineering,N/A,COE,0
934597987,Freshman,College of Engineering,N/A,Both,0
934598027,Sophomore,College of Engineering,N/A,COE,0
934598061,Sophomore,College of Engineering,N/A,COE,2
934598073,Senior,College of Engineering,N/A,Both,0
934598115,Junior,College of Engineering,N/A,Both,3
934598129,Sophomore,College of Engineering,N/A,COE,0
934598291,Sophomore,College of Engineering,N/A,Both,3
934598420,Junior,College of Engineering,N/A,Both,16
934598585,Freshman,College of Engineering,N/A,COE,4
934598592,Sophomore,College of Engineering,N/A,COE,0
934598602,Junior,College of Science,College of Engineering,Both,0
934598604,Sophomore,College of Science,N/A,HC,0
934599013,Sophomore,College of Engineering,N/A,COE,4
934599016,Freshman,College of Engineering,N/A,COE,0
934599129,Sophomore,College of Engineering,N/A,Both,0
934599141,Sophomore,College of Engineering,N/A,COE,2
934599833,Freshman,College of Engineering,N/A,COE,3
934599992,Sophomore,College of Engineering,N/A,Both,0
934600006,Sophomore,College of Engineering,N/A,COE,1
934600266,Graduate,College of Engineering,N/A,COE,0
934600440,Graduate,College of Engineering,N/A,COE,1
934600617,Freshman,College of Engineering,N/A,COE,1
934600628,Sophomore,College of Engineering,N/A,COE,0
934600674,Senior,College of Science,N/A,HC,0
934600724,Sophomore,College of Engineering,N/A,COE,0
934600832,Freshman,College of Engineering,N/A,COE,4
934600935,Sophomore,College of Engineering,N/A,Both,0
934601034,Sophomore,College of Engineering,N/A,COE,0
934601112,Junior,College of Engineering,N/A,Both,9
934601133,Sophomore,College of Science,N/A,HC,0
934601612,Sophomore,College of Engineering,N/A,COE,3
934601636,Junior,College of Engineering,N/A,COE,5
934601643,Graduate,College of Engineering,N/A,COE,12
934601659,Graduate,College of Engineering,N/A,COE,1
934601907,Junior,College of Engineering,N/A,Both,5
934602002,Graduate,College of Engineering,N/A,COE,0
934602107,Sophomore,College of Science,N/A,HC,0
934602144,Sophomore,College of Science,N/A,HC,1
934602209,Sophomore,College of Engineering,N/A,COE,2
934602244,Sophomore,College of Engineering,N/A,Both,0
934602346,Freshman,College of Engineering,N/A,COE,0
934602493,Senior,College of Engineering,N/A,COE,3
934602630,Junior,College of Engineering,N/A,Both,1
934602729,Junior,College of Business,N/A,HC,0
934602745,Freshman,College of Engineering,N/A,COE,0
934603240,Junior,College of Engineering,N/A,Both,2
934603252,Junior,College of Science,N/A,HC,1
934603289,Senior,College of Engineering,N/A,COE,1
934603428,Graduate,College of Engineering,N/A,COE,0
934603526,Sophomore,College of Engineering,N/A,COE,8
934603581,Junior,College of Engineering,N/A,COE,11
934603733,Graduate,College of Engineering,N/A,COE,0
934603819,Sophomore,College of Engineering,College of Liberal Arts,COE,2
934603876,Senior,College of Engineering,N/A,Both,0
934603929,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934603951,Freshman,College of Engineering,N/A,COE,0
934604206,Sophomore,College of Engineering,N/A,COE,0
934604242,Sophomore,College of Engineering,N/A,COE,1
934604255,Freshman,College of Engineering,N/A,COE,1
934604263,Junior,College of Engineering,N/A,COE,0
934604573,Junior,College of Engineering,N/A,COE,5
934604575,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934604598,Junior,College of Science,N/A,HC,0
934604653,Junior,College of Engineering,N/A,COE,0
934604697,Graduate,College of Engineering,N/A,COE,0
934604882,Sophomore,College of Engineering,N/A,COE,0
934605080,Graduate,College of Engineering,N/A,COE,2
934605096,Sophomore,College of Engineering,College of Agricultural Sciences,COE,4
934605167,Freshman,College of Engineering,N/A,COE,3
934605398,Sophomore,College of Science,College of Liberal Arts,HC,3
934605422,Sophomore,College of Health,N/A,HC,0
934605423,Freshman,College of Engineering,N/A,COE,1
934605426,Sophomore,College of Engineering,N/A,COE,0
934605431,Freshman,College of Engineering,N/A,COE,0
934605449,Junior,College of Engineering,N/A,Both,5
934605477,Freshman,College of Engineering,N/A,COE,0
934605513,Sophomore,College of Engineering,N/A,COE,0
934605528,Freshman,College of Engineering,N/A,COE,0
934605693,Graduate,College of Engineering,N/A,COE,3
934605796,Sophomore,College of Engineering,N/A,Both,0
934605984,Freshman,College of Engineering,N/A,Both,2
934605994,Junior,College of Science,N/A,HC,5
934606098,Graduate,College of Engineering,N/A,COE,10
934606135,Graduate,College of Engineering,N/A,COE,1
934606245,Sophomore,College of Engineering,N/A,COE,7
934606275,Sophomore,College of Science,N/A,HC,1
934606588,Graduate,College of Engineering,N/A,COE,7
934606631,Graduate,College of Engineering,N/A,COE,0
934606652,Graduate,College of Engineering,N/A,COE,16
934606694,Graduate,College of Engineering,N/A,COE,1
934606792,Graduate,College of Engineering,N/A,COE,0
934606922,Freshman,College of Liberal Arts,N/A,HC,2
934606972,Freshman,College of Engineering,N/A,COE,0
934607003,Junior,College of Engineering,N/A,Both,1
934607016,Junior,College of Engineering,N/A,Both,3
934607061,Sophomore,College of Engineering,N/A,COE,0
934607137,Sophomore,College of Engineering,N/A,COE,1
934607154,Freshman,College of Engineering,N/A,COE,1
934607160,Freshman,College of Engineering,N/A,COE,1
934607192,Junior,College of Engineering,N/A,COE,14
934607315,Graduate,College of Engineering,N/A,COE,0
934607482,Sophomore,College of Engineering,N/A,COE,0
934607635,Senior,College of Science,N/A,HC,0
934607696,Graduate,College of Engineering,N/A,COE,2
934607861,Sophomore,College of Engineering,N/A,COE,0
934607873,Junior,College of Engineering,N/A,COE,1
934607884,Sophomore,College of Engineering,N/A,COE,1
934607895,Graduate,College of Engineering,N/A,Both,0
934608020,Junior,College of Engineering,N/A,Both,0
934608242,Sophomore,College of Engineering,N/A,COE,0
934608303,Junior,College of Engineering,N/A,Both,3
934608417,Sophomore,College of Engineering,N/A,COE,2
934608511,Sophomore,College of Engineering,N/A,COE,0
934608521,Sophomore,College of Science,N/A,HC,0
934608575,Sophomore,College of Engineering,N/A,COE,8
934608638,Sophomore,College of Engineering,N/A,COE,5
934608694,Freshman,College of Engineering,N/A,COE,0
934608707,Graduate,College of Engineering,College of Liberal Arts,COE,0
934608740,Junior,College of Business,N/A,HC,1
934608750,Sophomore,College of Engineering,N/A,COE,0
934608894,Sophomore,College of Engineering,N/A,Both,0
934608914,Freshman,College of Engineering,N/A,COE,0
934608978,Junior,College of Engineering,N/A,COE,4
934609043,Junior,College of Agricultural Sciences,N/A,HC,0
934609049,Sophomore,College of Engineering,N/A,COE,2
934609056,Junior,College of Science,College of Agricultural Sciences,HC,5
934609079,Sophomore,College of Engineering,N/A,Both,0
934609200,Freshman,College of Engineering,N/A,COE,0
934609312,Junior,College of Science,N/A,HC,5
934609574,Junior,College of Science,N/A,HC,0
934609763,Sophomore,College of Engineering,N/A,Both,1
934609965,Freshman,College of Engineering,N/A,COE,3
934610068,Sophomore,College of Engineering,N/A,Both,1
934610094,Sophomore,College of Engineering,N/A,Both,20
934610337,Sophomore,College of Engineering,N/A,COE,0
934610417,Sophomore,College of Engineering,N/A,Both,4
934610431,Freshman,College of Business,N/A,HC,0
934610460,Sophomore,College of Engineering,N/A,COE,1
934610534,Junior,College of Liberal Arts,N/A,HC,0
934610558,Sophomore,College of Engineering,N/A,COE,1
934610798,Sophomore,College of Engineering,N/A,Both,2
934610811,Sophomore,College of Engineering,N/A,COE,1
934610823,Sophomore,College of Engineering,N/A,Both,1
934610831,Sophomore,College of Engineering,N/A,COE,3
934610913,Sophomore,College of Engineering,N/A,COE,0
934610967,Sophomore,College of Engineering,N/A,COE,0
934611018,Senior,College of Engineering,N/A,COE,0
934611020,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,1
934611085,Freshman,College of Engineering,N/A,COE,1
934611088,Sophomore,College of Engineering,N/A,COE,1
934611117,Junior,College of Forestry,N/A,HC,0
934611122,Sophomore,College of Engineering,N/A,Both,0
934611247,Junior,College of Engineering,N/A,COE,4
934611349,Sophomore,College of Business,N/A,HC,1
934611381,Sophomore,College of Engineering,N/A,COE,1
934611519,Graduate,College of Engineering,N/A,COE,10
934611669,Junior,College of Engineering,N/A,Both,7
934612094,Freshman,College of Engineering,N/A,COE,7
934612143,Sophomore,College of Engineering,N/A,COE,0
934612173,Sophomore,College of Engineering,N/A,COE,0
934612187,Senior,College of Engineering,N/A,COE,1
934612263,Graduate,College of Engineering,N/A,COE,1
934612264,Graduate,College of Engineering,N/A,COE,0
934612614,Freshman,College of Engineering,N/A,COE,5
934612661,Senior,College of Engineering,N/A,Both,1
934612670,Sophomore,College of Engineering,N/A,COE,0
934612684,Junior,College of Agricultural Sciences,N/A,HC,0
934612699,Junior,College of Engineering,N/A,COE,5
934612704,Sophomore,College of Engineering,N/A,COE,0
934612721,Junior,College of Engineering,N/A,Both,0
934612726,Sophomore,College of Engineering,N/A,COE,1
934612837,Sophomore,College of Liberal Arts,N/A,HC,1
934612874,Sophomore,College of Engineering,N/A,COE,40
934612998,Sophomore,College of Science,N/A,HC,0
934613004,Sophomore,College of Engineering,N/A,COE,1
934613025,Junior,College of Engineering,N/A,COE,2
934613057,Junior,College of Engineering,N/A,COE,2
934613150,Freshman,College of Engineering,N/A,COE,2
934613170,Sophomore,College of Liberal Arts,N/A,HC,0
934613208,Sophomore,College of Engineering,N/A,COE,1
934613319,Sophomore,College of Agricultural Sciences,N/A,HC,1
934613342,Sophomore,College of Engineering,N/A,COE,0
934613373,Graduate,College of Engineering,N/A,COE,3
934613374,Graduate,College of Engineering,N/A,COE,1
934613400,Sophomore,College of Engineering,N/A,COE,4
934613478,Sophomore,College of Engineering,N/A,COE,0
934613530,Senior,Pre-Forestry Program,N/A,HC,20
934613634,Junior,College of Engineering,N/A,Both,11
934613706,Freshman,College of Liberal Arts,N/A,HC,0
934613725,Junior,College of Science,N/A,HC,0
934613745,Sophomore,College of Engineering,N/A,COE,1
934613756,Sophomore,College of Engineering,N/A,Both,0
934613814,Graduate,College of Engineering,N/A,COE,1
934613899,Senior,College of Engineering,N/A,COE,1
934614012,Sophomore,College of Engineering,N/A,COE,1
934614020,Junior,College of Engineering,N/A,COE,0
934614204,Sophomore,College of Engineering,N/A,Both,0
934614240,Senior,College of Engineering,N/A,COE,1
934614280,Junior,College of Science,N/A,HC,0
934614316,Graduate,College of Engineering,N/A,COE,1
934614375,Sophomore,College of Business,N/A,HC,1
934614390,Junior,College of Engineering,N/A,COE,0
934614445,Sophomore,College of Engineering,N/A,Both,1
934614477,Freshman,College of Engineering,N/A,COE,0
934614565,Junior,College of Health,N/A,HC,0
934614587,Sophomore,College of Engineering,N/A,Both,1
934614591,Sophomore,College of Engineering,N/A,COE,6
934614615,Junior,College of Engineering,N/A,Both,0
934614643,Sophomore,College of Engineering,N/A,COE,1
934614662,Freshman,College of Agricultural Sciences,N/A,HC,0
934614691,Junior,College of Engineering,N/A,Both,36
934614692,Sophomore,College of Science,N/A,HC,1
934614706,Sophomore,College of Engineering,N/A,Both,3
934614732,Sophomore,College of Engineering,N/A,COE,1
934614743,Junior,College of Engineering,N/A,COE,0
934614755,Freshman,College of Engineering,N/A,COE,0
934614759,Freshman,College of Engineering,N/A,COE,0
934614763,Sophomore,College of Engineering,N/A,COE,0
934614846,Graduate,College of Engineering,N/A,COE,0
934614871,Junior,College of Science,"College of Earth, Ocean, and Atmospheric Sciences",HC,0
934614921,Freshman,College of Engineering,N/A,COE,1
934614925,Sophomore,College of Engineering,College of Liberal Arts,COE,0
934614980,Junior,College of Engineering,N/A,Both,0
934615034,Senior,College of Engineering,N/A,COE,15
934615075,Sophomore,College of Engineering,N/A,COE,0
934615112,Sophomore,College of Engineering,N/A,COE,2
934615144,Sophomore,College of Engineering,N/A,COE,0
934615235,Graduate,College of Engineering,N/A,COE,0
934615252,Graduate,College of Engineering,N/A,COE,5
934615274,Graduate,College of Engineering,N/A,COE,0
934615288,Freshman,College of Engineering,N/A,COE,0
934615345,Sophomore,College of Engineering,N/A,COE,0
934615349,Junior,College of Liberal Arts,N/A,HC,0
934615509,Freshman,College of Engineering,N/A,COE,0
934615533,Sophomore,College of Engineering,N/A,COE,3
934615543,Junior,College of Engineering,N/A,COE,0
934615579,Junior,College of Science,N/A,HC,1
934615686,Sophomore,College of Engineering,N/A,Both,0
934615732,Junior,College of Science,College of Agricultural Sciences,HC,0
934615753,Junior,College of Engineering,College of Agricultural Sciences,Both,0
934615760,Sophomore,College of Engineering,N/A,COE,5
934615786,Sophomore,College of Engineering,N/A,COE,9
934615800,Junior,College of Engineering,N/A,Both,0
934615851,Sophomore,College of Engineering,N/A,COE,0
934615853,Junior,College of Engineering,College of Liberal Arts,Both,2
934615869,Sophomore,College of Engineering,N/A,COE,0
934615877,Senior,College of Engineering,N/A,COE,2
934616051,Freshman,College of Science,N/A,HC,0
934616099,Sophomore,College of Engineering,N/A,COE,1
934616125,Sophomore,College of Engineering,N/A,COE,0
934616127,Sophomore,College of Science,N/A,HC,0
934616154,Sophomore,College of Engineering,N/A,Both,0
934616187,Junior,College of Liberal Arts,N/A,HC,0
934616236,Sophomore,College of Engineering,N/A,Both,0
934616239,Freshman,University Exploratory Study,N/A,HC,7
934616254,Sophomore,College of Engineering,N/A,COE,1
934616339,Sophomore,College of Engineering,N/A,Both,0
934616354,Freshman,College of Engineering,N/A,Both,4
934616375,Sophomore,College of Engineering,N/A,COE,1
934616467,Sophomore,College of Science,N/A,HC,0
934616480,Sophomore,College of Engineering,N/A,Both,0
934616496,Junior,College of Engineering,N/A,Both,3
934616522,Freshman,College of Engineering,N/A,COE,7
934616524,Junior,College of Engineering,N/A,COE,0
934616544,Sophomore,College of Engineering,N/A,COE,7
934616603,Sophomore,College of Science,N/A,HC,0
934616622,Sophomore,College of Engineering,N/A,COE,0
934616646,Sophomore,College of Engineering,N/A,COE,0
934616695,Freshman,College of Engineering,N/A,COE,4
934616821,Sophomore,College of Science,N/A,HC,1
934616838,Junior,College of Engineering,N/A,COE,0
934616841,Freshman,College of Science,N/A,HC,0
