STUDENT_ID,CLASSIFICATION,PRIMARY_COLLEGE,SECONDARY_COLLEGE,HC_OR_COE,USAGE_OVER_LAST_90_DAYS
934502375,Junior,College of Engineering,N/A,COE,0
934502445,Junior,College of Business,N/A,HC,3
934502455,Junior,College of Engineering,N/A,Both,3
934502664,Freshman,College of Engineering,N/A,COE,5
934502703,Junior,College of Agricultural Sciences,N/A,HC,0
934502938,Junior,College of Forestry,Honors College,HC,0
934503058,Graduate,College of Engineering,N/A,COE,4
934503216,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934503361,Junior,College of Engineering,N/A,COE,1
934503366,Junior,College of Liberal Arts,N/A,HC,1
934503374,Junior,College of Public Health and Human Sciences,College of Liberal Arts,HC,0
934503423,Senior,College of Engineering,N/A,COE,0
934503488,Sophomore,College of Liberal Arts,N/A,HC,6
934503498,Junior,College of Engineering,N/A,COE,0
934503602,Sophomore,College of Business,N/A,HC,0
934503629,Junior,College of Engineering,N/A,COE,3
934503658,Junior,College of Engineering,N/A,COE,1
934504140,Junior,College of Engineering,N/A,COE,6
934504166,Sophomore,College of Engineering,N/A,COE,5
934504300,Senior,College of Engineering,N/A,COE,1
934504310,Sophomore,College of Engineering,N/A,Both,1
934504356,Junior,College of Engineering,N/A,COE,2
934504381,Senior,College of Engineering,N/A,COE,2
934504517,Sophomore,College of Forestry,N/A,HC,0
934504603,Senior,College of Liberal Arts,N/A,HC,0
934504628,Sophomore,College of Agricultural Sciences,N/A,HC,0
934504653,Junior,College of Business,N/A,HC,0
934504692,Senior,College of Engineering,N/A,COE,0
934504842,Junior,College of Science,N/A,HC,0
934504881,Senior,College of Engineering,N/A,COE,0
934504937,Sophomore,College of Engineering,N/A,COE,1
934504987,Sophomore,College of Engineering,N/A,COE,0
934505039,Sophomore,College of Engineering,N/A,COE,0
934505071,Junior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934505321,Freshman,College of Liberal Arts,N/A,HC,0
934505332,Junior,College of Engineering,N/A,COE,5
934505359,Junior,College of Engineering,N/A,Both,39
934505427,Sophomore,College of Engineering,N/A,COE,3
934505432,Senior,College of Science,College of Veterinary Medicine,HC,6
934505439,Junior,College of Science,N/A,HC,0
934505451,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,1
934505488,Junior,College of Engineering,N/A,Both,0
934505490,Junior,College of Engineering,N/A,Both,0
934505492,Junior,College of Engineering,N/A,COE,0
934505547,Sophomore,College of Engineering,N/A,COE,14
934505578,Sophomore,College of Science,N/A,HC,0
934505589,Sophomore,Pre-Engineering Program,N/A,HC,0
934505640,Junior,College of Liberal Arts,N/A,HC,0
934505684,Junior,College of Engineering,Honors College,Both,1
934505726,Junior,College of Forestry,N/A,HC,0
934505757,Junior,College of Engineering,College of Agricultural Sciences,COE,0
934505780,Senior,College of Engineering,N/A,Both,3
934505804,Junior,College of Engineering,N/A,Both,0
934505810,Freshman,College of Liberal Arts,N/A,HC,1
934505833,Graduate,College of Engineering,N/A,Both,7
934505846,Junior,College of Science,N/A,HC,1
934505855,Junior,College of Engineering,N/A,COE,0
934505910,Senior,College of Public Health and Human Sciences,N/A,HC,0
934505935,Freshman,College of Science,N/A,HC,3
934505969,Sophomore,College of Science,N/A,HC,3
934506004,Sophomore,College of Liberal Arts,N/A,HC,2
934506043,Sophomore,College of Engineering,N/A,COE,3
934506044,Sophomore,College of Engineering,N/A,COE,7
934506062,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934506070,Junior,College of Liberal Arts,N/A,HC,3
934506074,Senior,College of Engineering,N/A,COE,0
934506175,Sophomore,College of Engineering,N/A,COE,1
934506250,Sophomore,College of Engineering,N/A,COE,7
934506323,Senior,College of Engineering,N/A,COE,6
934506341,Sophomore,College of Engineering,N/A,COE,1
934506406,Sophomore,College of Engineering,N/A,COE,0
934506411,Junior,College of Engineering,N/A,Both,1
934506419,Junior,College of Engineering,N/A,COE,0
934506420,Sophomore,College of Engineering,N/A,COE,0
934506531,Junior,College of Engineering,N/A,COE,7
934506548,Junior,College of Engineering,N/A,Both,0
934506659,Senior,College of Science,N/A,HC,0
934506749,Junior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,1
934506843,Junior,College of Engineering,N/A,COE,0
934506847,Sophomore,College of Engineering,N/A,COE,1
934506877,Senior,College of Engineering,N/A,Both,1
934506878,Freshman,College of Science,N/A,HC,0
934506896,Junior,College of Business,N/A,HC,19
934506897,Sophomore,College of Science,"College of Earth, Ocean, and Atmospheric Sciences",HC,0
934506911,Senior,College of Science,College of Liberal Arts,HC,0
934506920,Junior,College of Engineering,N/A,COE,4
934506971,Junior,College of Engineering,N/A,COE,2
934507016,Senior,College of Public Health and Human Sciences,N/A,HC,4
934507034,Senior,College of Engineering,College of Science,COE,0
934507053,Junior,College of Engineering,N/A,COE,5
934507069,Junior,College of Engineering,N/A,COE,0
934507240,Junior,College of Liberal Arts,N/A,HC,1
934507242,Junior,College of Engineering,N/A,COE,1
934507266,Senior,College of Engineering,N/A,Both,0
934507308,Junior,College of Science,N/A,HC,1
934507326,Senior,College of Engineering,N/A,COE,0
934507448,Sophomore,College of Engineering,N/A,COE,0
934507457,Senior,College of Engineering,N/A,COE,0
934507492,Junior,College of Engineering,N/A,COE,7
934507542,Freshman,College of Liberal Arts,N/A,HC,0
934507549,Sophomore,College of Science,N/A,HC,0
934507565,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934507603,Sophomore,College of Engineering,N/A,COE,4
934507635,Sophomore,College of Engineering,N/A,COE,0
934507777,Freshman,College of Business,N/A,HC,0
934507788,Junior,College of Engineering,N/A,Both,0
934507820,Junior,College of Liberal Arts,N/A,HC,0
934507832,Sophomore,College of Engineering,N/A,COE,1
934507866,Senior,College of Engineering,N/A,COE,0
934507910,Sophomore,College of Health,N/A,HC,0
934507966,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934508028,Freshman,College of Liberal Arts,N/A,HC,0
934508110,Sophomore,College of Engineering,N/A,COE,0
934508133,Junior,College of Engineering,N/A,Both,0
934508134,Sophomore,College of Engineering,N/A,Both,3
934508423,Junior,College of Engineering,N/A,COE,1
934508437,Senior,College of Science,College of Liberal Arts,HC,0
934508456,Sophomore,College of Science,N/A,HC,0
934508464,Senior,College of Engineering,N/A,COE,0
934508489,Sophomore,College of Engineering,N/A,COE,0
934508522,Sophomore,College of Engineering,N/A,COE,0
934508533,Senior,College of Engineering,N/A,Both,0
934508561,Junior,College of Engineering,N/A,COE,0
934508565,Junior,College of Engineering,N/A,Both,0
934508566,Sophomore,College of Engineering,N/A,COE,1
934508625,Junior,College of Engineering,N/A,Both,0
934508639,Sophomore,College of Engineering,N/A,Both,2
934508646,Junior,College of Engineering,N/A,Both,0
934508659,Junior,"College of Earth, Ocean, and Atmospheric Sciences",College of Liberal Arts,HC,2
934508769,Sophomore,College of Science,N/A,HC,0
934508826,Sophomore,College of Engineering,N/A,COE,0
934508844,Junior,College of Engineering,N/A,COE,0
934508922,Sophomore,College of Engineering,N/A,COE,3
934508933,Sophomore,College of Engineering,N/A,COE,0
934508945,Senior,College of Engineering,N/A,COE,0
934508947,Freshman,College of Engineering,N/A,COE,7
934508951,Sophomore,College of Engineering,N/A,COE,0
934508975,Junior,College of Engineering,N/A,COE,11
934509035,Junior,College of Science,N/A,HC,0
934509048,Senior,College of Science,N/A,HC,0
934509059,Sophomore,College of Engineering,N/A,COE,0
934509117,Junior,College of Engineering,N/A,COE,0
934509169,Sophomore,College of Engineering,N/A,Both,0
934509171,Sophomore,College of Engineering,N/A,COE,0
934509182,Junior,College of Engineering,N/A,Both,4
934509209,Sophomore,College of Science,N/A,HC,0
934509216,Junior,College of Engineering,N/A,COE,0
934509252,Senior,College of Engineering,N/A,Both,2
934509259,Senior,College of Liberal Arts,N/A,HC,0
934509274,Sophomore,College of Engineering,N/A,COE,3
934509277,Junior,College of Engineering,N/A,COE,4
934509289,Junior,College of Agricultural Sciences,N/A,HC,4
934509323,Sophomore,College of Engineering,N/A,COE,0
934509360,Sophomore,College of Science,College of Liberal Arts,HC,3
934509365,Sophomore,College of Engineering,N/A,Both,0
934509377,Junior,College of Engineering,N/A,COE,0
934509410,Junior,College of Engineering,N/A,Both,0
934509441,Senior,College of Science,N/A,HC,0
934509472,Junior,College of Engineering,N/A,COE,0
934509516,Freshman,College of Science,N/A,HC,0
934509563,Junior,College of Business,N/A,HC,0
934509564,Sophomore,College of Science,N/A,HC,0
934509571,Senior,College of Forestry,N/A,HC,0
934509574,Sophomore,College of Engineering,N/A,COE,5
934509578,Senior,College of Engineering,N/A,COE,0
934509616,Sophomore,College of Engineering,N/A,COE,0
934509634,Sophomore,College of Engineering,N/A,COE,0
934509656,Sophomore,College of Engineering,N/A,Both,0
934509755,Senior,College of Engineering,College of Science,Both,0
934509780,Junior,College of Engineering,N/A,COE,9
934509789,Junior,College of Engineering,N/A,COE,6
934509793,Senior,College of Liberal Arts,College of Agricultural Sciences,HC,0
934509797,Sophomore,College of Engineering,N/A,COE,0
934509813,Junior,College of Engineering,N/A,Both,0
934509817,Sophomore,College of Engineering,N/A,COE,0
934509882,Junior,College of Engineering,N/A,COE,8
934509884,Junior,College of Engineering,N/A,Both,0
934509899,Junior,College of Engineering,N/A,COE,0
934509936,Sophomore,College of Engineering,N/A,COE,2
934509955,Senior,College of Engineering,N/A,COE,10
934510003,Junior,College of Engineering,College of Science,COE,3
934510005,Junior,College of Engineering,N/A,COE,11
934510006,Freshman,College of Science,N/A,HC,0
934510042,Junior,College of Liberal Arts,N/A,HC,0
934510067,Junior,College of Engineering,N/A,COE,0
934510090,Sophomore,College of Engineering,N/A,COE,2
934510167,Junior,College of Engineering,N/A,Both,0
934510177,Junior,College of Engineering,N/A,COE,8
934510194,Junior,College of Engineering,N/A,Both,8
934510212,Junior,College of Engineering,N/A,COE,3
934510224,Sophomore,College of Engineering,N/A,COE,0
934510226,Junior,College of Engineering,N/A,Both,0
934510244,Sophomore,College of Science,N/A,HC,0
934510248,Sophomore,Pre-Engineering Program,N/A,HC,0
934510268,Sophomore,College of Science,N/A,HC,0
934510278,Freshman,College of Liberal Arts,N/A,HC,0
934510288,Junior,College of Engineering,N/A,COE,0
934510308,Junior,College of Engineering,N/A,COE,0
934510335,Junior,College of Engineering,N/A,COE,1
934510338,Junior,College of Engineering,N/A,COE,0
934510371,Senior,College of Liberal Arts,N/A,HC,0
934510421,Senior,College of Engineering,N/A,COE,0
934510423,Senior,College of Engineering,N/A,COE,0
934510429,Sophomore,College of Engineering,N/A,COE,2
934510443,Senior,College of Engineering,College of Agricultural Sciences,COE,2
934510465,Senior,College of Engineering,N/A,COE,0
934510487,Sophomore,College of Engineering,N/A,Both,0
934510506,Senior,College of Science,N/A,HC,0
934510524,Junior,College of Science,N/A,HC,1
934510556,Sophomore,College of Engineering,N/A,COE,0
934510594,Sophomore,College of Engineering,N/A,COE,1
934510600,Sophomore,College of Engineering,N/A,Both,0
934510613,Senior,College of Engineering,N/A,Both,0
934510620,Sophomore,College of Engineering,N/A,Both,0
934510642,Sophomore,College of Liberal Arts,N/A,HC,0
934510647,Junior,College of Engineering,N/A,COE,0
934510680,Junior,College of Engineering,N/A,COE,4
934510820,Senior,College of Engineering,N/A,Both,0
934510825,Junior,College of Engineering,N/A,COE,1
934510905,Junior,College of Engineering,N/A,COE,0
934510911,Senior,College of Engineering,N/A,Both,2
934510940,Junior,College of Engineering,N/A,Both,0
934510958,Junior,College of Business,N/A,HC,2
934510961,Senior,College of Science,College of Liberal Arts,HC,0
934511066,Junior,College of Engineering,N/A,COE,0
934511070,Senior,College of Engineering,N/A,COE,3
934511133,Sophomore,College of Engineering,N/A,COE,3
934511149,Sophomore,College of Business,N/A,HC,0
934511157,Junior,College of Engineering,N/A,COE,0
934511220,Junior,College of Engineering,N/A,Both,0
934511263,Junior,College of Science,N/A,HC,0
934511268,Sophomore,College of Engineering,N/A,COE,1
934511298,Junior,College of Engineering,N/A,Both,0
934511305,Sophomore,College of Engineering,N/A,COE,1
934511316,Sophomore,College of Engineering,N/A,COE,4
934511321,Junior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934511331,Junior,College of Education,N/A,HC,0
934511416,Senior,College of Engineering,N/A,COE,5
934511429,Senior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934511437,Junior,College of Liberal Arts,N/A,HC,0
934511521,Junior,College of Public Health and Human Sciences,N/A,HC,1
934511574,Sophomore,College of Engineering,N/A,Both,4
934511595,Sophomore,College of Engineering,N/A,COE,0
934511607,Senior,College of Engineering,N/A,COE,2
934511668,Junior,College of Engineering,N/A,COE,1
934511669,Junior,College of Engineering,"College of Earth, Ocean, and Atmospheric Sciences",Both,0
934511670,Junior,College of Liberal Arts,N/A,HC,1
934511684,Sophomore,College of Engineering,N/A,COE,1
934511737,Junior,College of Engineering,N/A,COE,0
934511748,Junior,College of Engineering,N/A,COE,3
934511755,Junior,College of Liberal Arts,College of Business,HC,0
934511768,Senior,College of Engineering,N/A,COE,0
934511821,Sophomore,College of Engineering,N/A,COE,3
934511829,Junior,College of Engineering,N/A,COE,0
934511844,Junior,College of Engineering,N/A,COE,2
934511869,Senior,College of Engineering,College of Liberal Arts,COE,4
934511871,Senior,College of Engineering,N/A,Both,0
934511896,Sophomore,College of Engineering,N/A,Both,2
934511916,Senior,College of Science,College of Veterinary Medicine,HC,1
934511981,Junior,College of Engineering,N/A,COE,11
934511982,Junior,College of Agricultural Sciences,N/A,HC,0
934511985,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934511987,Junior,College of Engineering,N/A,COE,1
934511992,Freshman,College of Agricultural Sciences,N/A,HC,0
934512020,Senior,College of Engineering,N/A,COE,0
934512048,Sophomore,College of Engineering,N/A,COE,4
934512059,Sophomore,College of Engineering,N/A,Both,5
934512067,Junior,College of Engineering,N/A,Both,0
934512106,Junior,College of Engineering,N/A,Both,1
934512108,Sophomore,College of Science,N/A,HC,1
934512123,Junior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934512136,Senior,College of Agricultural Sciences,N/A,HC,0
934512155,Junior,College of Engineering,College of Science,COE,0
934512159,Senior,College of Engineering,N/A,COE,0
934512175,Senior,College of Public Health and Human Sciences,N/A,HC,0
934512180,Sophomore,College of Engineering,N/A,COE,0
934512249,Freshman,College of Liberal Arts,N/A,HC,0
934512282,Junior,College of Engineering,N/A,Both,0
934512292,Junior,College of Science,College of Liberal Arts,HC,5
934512302,Junior,College of Science,N/A,HC,0
934512336,Junior,College of Engineering,N/A,COE,0
934512337,Junior,College of Engineering,N/A,COE,0
934512426,Sophomore,College of Engineering,N/A,COE,3
934512449,Senior,College of Engineering,N/A,COE,0
934512462,Junior,College of Engineering,N/A,COE,0
934512465,Senior,College of Engineering,N/A,Both,0
934512472,Sophomore,College of Engineering,N/A,Both,0
934512489,Junior,College of Engineering,N/A,COE,0
934512531,Junior,College of Liberal Arts,N/A,HC,2
934512558,Junior,College of Engineering,N/A,COE,1
934512560,Junior,College of Engineering,N/A,COE,0
934512571,Freshman,College of Engineering,N/A,COE,1
934512591,Junior,College of Engineering,N/A,Both,0
934512621,Junior,College of Engineering,N/A,COE,1
934512625,Senior,College of Engineering,N/A,COE,21
934512634,Junior,College of Science,N/A,HC,0
934512645,Junior,College of Engineering,N/A,COE,1
934512677,Junior,College of Engineering,N/A,COE,0
934512722,Senior,College of Engineering,N/A,COE,9
934512795,Sophomore,College of Engineering,College of Liberal Arts,COE,2
934512822,Junior,College of Public Health and Human Sciences,N/A,HC,0
934512825,Senior,College of Engineering,N/A,Both,0
934512846,Junior,College of Engineering,N/A,COE,0
934512855,Senior,College of Public Health and Human Sciences,College of Liberal Arts,HC,0
934512880,Junior,College of Engineering,N/A,COE,0
934512953,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934512975,Junior,College of Engineering,N/A,Both,0
934512990,Sophomore,College of Engineering,N/A,Both,0
934513027,Graduate,College of Engineering,N/A,COE,2
934513057,Senior,College of Engineering,N/A,COE,0
934513137,Junior,College of Health,N/A,HC,1
934513157,Sophomore,College of Engineering,N/A,COE,4
934513194,Junior,College of Engineering,N/A,Both,0
934513199,Junior,College of Science,College of Liberal Arts,HC,0
934513210,Junior,College of Agricultural Sciences,N/A,HC,0
934513224,Sophomore,College of Science,N/A,HC,0
934513239,Junior,College of Engineering,N/A,Both,0
934513279,Sophomore,College of Engineering,N/A,COE,0
934513331,Sophomore,College of Science,College of Liberal Arts,HC,0
934513333,Sophomore,College of Engineering,N/A,Both,0
934513352,Junior,College of Engineering,N/A,COE,0
934513392,Junior,College of Engineering,N/A,Both,0
934513407,Junior,College of Engineering,N/A,COE,4
934513409,Junior,College of Engineering,N/A,COE,2
934513439,Junior,College of Engineering,N/A,COE,2
934513456,Senior,College of Liberal Arts,College of Education,HC,0
934513470,Sophomore,College of Engineering,N/A,Both,0
934513483,Junior,College of Science,N/A,HC,0
934513491,Junior,College of Engineering,N/A,Both,1
934513492,Sophomore,College of Engineering,N/A,Both,0
934513551,Junior,College of Liberal Arts,N/A,HC,0
934513555,Freshman,College of Engineering,N/A,COE,0
934513581,Sophomore,College of Business,N/A,HC,0
934513592,Junior,College of Forestry,N/A,HC,3
934513610,Freshman,College of Science,N/A,HC,0
934513615,Senior,College of Engineering,N/A,Both,4
934513623,Senior,College of Liberal Arts,N/A,HC,0
934513629,Junior,College of Engineering,N/A,COE,1
934513645,Junior,College of Engineering,N/A,COE,0
934513670,Junior,College of Engineering,N/A,COE,0
934513702,Senior,College of Engineering,N/A,COE,0
934513714,Sophomore,College of Engineering,N/A,Both,0
934513752,Sophomore,College of Business,N/A,HC,0
934513753,Senior,College of Engineering,N/A,COE,0
934513757,Sophomore,College of Engineering,N/A,COE,0
934513779,Senior,College of Science,N/A,HC,0
934513851,Senior,College of Science,N/A,HC,0
934513868,Sophomore,College of Business,N/A,HC,0
934513873,Junior,College of Engineering,College of Liberal Arts,Both,0
934513902,Senior,College of Engineering,N/A,COE,0
934513936,Junior,College of Engineering,N/A,COE,0
934513942,Senior,College of Public Health and Human Sciences,"College of Earth, Ocean, and Atmospheric Sciences",HC,0
934514006,Junior,College of Science,N/A,HC,0
934514024,Junior,College of Engineering,N/A,COE,0
934514104,Junior,College of Engineering,N/A,COE,7
934514158,Sophomore,College of Science,College of Agricultural Sciences,HC,0
934514174,Junior,College of Engineering,N/A,Both,1
934514194,Senior,College of Science,N/A,HC,0
934514262,Junior,College of Engineering,N/A,COE,0
934514273,Senior,College of Public Health and Human Sciences,N/A,HC,0
934514303,Sophomore,College of Liberal Arts,N/A,HC,0
934514351,Sophomore,College of Engineering,N/A,COE,3
934514363,Junior,College of Business,N/A,HC,0
934514382,Sophomore,College of Science,N/A,HC,0
934514384,Junior,College of Agricultural Sciences,N/A,HC,0
934514396,Junior,College of Liberal Arts,N/A,HC,0
934514397,Junior,College of Engineering,N/A,COE,4
934514411,Junior,College of Engineering,N/A,COE,0
934514419,Senior,College of Engineering,N/A,Both,0
934514423,Sophomore,College of Agricultural Sciences,N/A,HC,0
934514425,Senior,College of Engineering,N/A,COE,0
934514461,Junior,College of Engineering,N/A,Both,0
934514493,Junior,College of Liberal Arts,N/A,HC,0
934514495,Senior,College of Business,College of Liberal Arts,HC,0
934514518,Junior,College of Business,N/A,HC,4
934514557,Sophomore,College of Engineering,N/A,COE,0
934514559,Senior,College of Engineering,N/A,Both,0
934514577,Senior,College of Agricultural Sciences,N/A,HC,0
934514590,Senior,College of Engineering,N/A,Both,0
934514606,Senior,College of Engineering,N/A,COE,0
934514633,Junior,College of Science,N/A,HC,0
934514641,Junior,College of Engineering,N/A,Both,0
934514649,Junior,College of Engineering,N/A,COE,9
934514668,Junior,College of Forestry,"College of Earth, Ocean, and Atmospheric Sciences",HC,0
934514683,Senior,College of Engineering,N/A,COE,0
934514700,Junior,College of Engineering,N/A,Both,0
934514703,Senior,College of Engineering,N/A,COE,11
934514717,Sophomore,College of Engineering,N/A,COE,0
934514724,Junior,College of Science,N/A,HC,0
934514733,Junior,College of Science,N/A,HC,0
934514735,Senior,College of Engineering,N/A,Both,0
934514751,Senior,College of Engineering,N/A,COE,4
934514769,Sophomore,College of Public Health and Human Sciences,N/A,HC,0
934514777,Sophomore,College of Engineering,College of Science,Both,5
934514784,Junior,College of Liberal Arts,N/A,HC,1
934514937,Junior,College of Engineering,N/A,COE,5
934514951,Sophomore,College of Engineering,N/A,COE,0
934514971,Senior,College of Engineering,N/A,Both,0
934514985,Junior,College of Engineering,N/A,Both,0
934515026,Junior,College of Engineering,N/A,Both,0
934515127,Junior,College of Liberal Arts,N/A,HC,0
934515352,Senior,College of Science,N/A,HC,0
934515439,Junior,College of Engineering,N/A,COE,5
934515508,Junior,College of Engineering,N/A,Both,1
934515578,Junior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934515621,Senior,College of Engineering,N/A,Both,3
934515629,Sophomore,College of Engineering,N/A,COE,2
934515876,Sophomore,College of Engineering,N/A,Both,0
934515937,Senior,College of Engineering,N/A,Both,0
934515941,Junior,College of Engineering,N/A,COE,0
934516032,Sophomore,College of Engineering,N/A,COE,0
934516060,Junior,College of Engineering,N/A,Both,0
934516083,Sophomore,College of Engineering,N/A,COE,0
934516121,Senior,College of Liberal Arts,N/A,HC,2
934516126,Sophomore,College of Agricultural Sciences,N/A,HC,3
934516139,Senior,College of Engineering,College of Science,Both,6
934516162,Junior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,4
934516163,Sophomore,College of Liberal Arts,College of Health,HC,8
934516218,Junior,College of Health,N/A,HC,0
934516225,Senior,College of Science,College of Public Health and Human Sciences,HC,0
934516228,Junior,College of Science,N/A,HC,0
934516250,Senior,College of Engineering,N/A,COE,1
934516252,Junior,College of Engineering,N/A,COE,0
934516254,Senior,College of Engineering,N/A,Both,0
934516273,Sophomore,College of Science,N/A,HC,7
934516309,Junior,College of Engineering,N/A,Both,0
934516320,Junior,College of Engineering,N/A,Both,8
934516352,Sophomore,College of Science,College of Liberal Arts,HC,0
934516358,Junior,College of Science,N/A,HC,0
934516374,Senior,College of Engineering,N/A,COE,2
934516432,Sophomore,College of Agricultural Sciences,N/A,HC,1
934516435,Junior,College of Science,N/A,HC,8
934516457,Sophomore,Pre-Engineering Program,N/A,HC,0
934516480,Senior,College of Engineering,N/A,Both,3
934516507,Junior,College of Engineering,N/A,COE,0
934516536,Sophomore,College of Engineering,N/A,COE,11
934516541,Senior,College of Science,N/A,HC,1
934516586,Senior,College of Engineering,N/A,COE,8
934516607,Sophomore,College of Engineering,N/A,COE,0
934516760,Sophomore,College of Engineering,N/A,COE,2
934516825,Senior,College of Engineering,N/A,COE,2
934516837,Junior,College of Engineering,N/A,COE,3
934516838,Junior,College of Engineering,N/A,Both,1
934516897,Sophomore,College of Engineering,N/A,Both,0
934516932,Junior,College of Business,N/A,HC,0
934516938,Sophomore,College of Business,N/A,HC,0
934516940,Junior,College of Engineering,N/A,Both,0
934516943,Sophomore,College of Science,N/A,HC,4
934516974,Junior,College of Engineering,N/A,Both,2
934516996,Junior,College of Engineering,N/A,COE,5
934517027,Junior,College of Engineering,N/A,COE,8
934517077,Senior,College of Engineering,College of Liberal Arts,COE,2
934517278,Junior,College of Engineering,N/A,COE,2
934517338,Junior,College of Engineering,N/A,COE,4
934517355,Senior,College of Engineering,N/A,COE,6
934517370,Senior,College of Science,College of Liberal Arts,HC,0
934517377,Sophomore,College of Engineering,N/A,COE,2
934517390,Senior,College of Engineering,N/A,Both,0
934517393,Sophomore,College of Engineering,N/A,Both,0
934517406,Junior,College of Engineering,N/A,Both,0
934517436,Sophomore,College of Engineering,N/A,COE,5
934517444,Senior,College of Engineering,N/A,COE,2
934517447,Junior,College of Engineering,N/A,COE,0
934517509,Junior,College of Engineering,N/A,COE,0
934517568,Junior,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934517840,Senior,College of Engineering,N/A,Both,0
934517921,Junior,College of Engineering,N/A,COE,7
934518146,Junior,College of Engineering,N/A,COE,1
934518273,Junior,College of Engineering,N/A,Both,0
934518502,Sophomore,College of Engineering,N/A,COE,0
934518627,Senior,College of Engineering,N/A,Both,0
934518728,Senior,College of Agricultural Sciences,N/A,HC,0
934518730,Junior,College of Engineering,N/A,Both,0
934518948,Junior,College of Science,N/A,HC,0
934518972,Junior,College of Engineering,N/A,COE,4
934519033,Sophomore,College of Agricultural Sciences,College of Science,HC,0
934519081,Junior,College of Engineering,N/A,COE,0
934519133,Freshman,College of Agricultural Sciences,N/A,HC,0
934519241,Junior,College of Engineering,N/A,COE,0
934519397,Junior,College of Engineering,N/A,Both,0
934519436,Senior,College of Engineering,N/A,COE,0
934519469,Junior,College of Engineering,N/A,Both,0
934519474,Senior,College of Liberal Arts,N/A,HC,0
934519514,Junior,College of Engineering,N/A,COE,0
934519596,Junior,College of Engineering,N/A,COE,2
934519603,Junior,College of Engineering,N/A,COE,0
934519651,Sophomore,College of Engineering,N/A,COE,0
934519693,Senior,College of Business,N/A,HC,0
934519731,Sophomore,College of Engineering,N/A,Both,0
934519756,Senior,College of Engineering,N/A,COE,0
934519812,Junior,College of Engineering,N/A,COE,0
934519835,Senior,College of Engineering,N/A,COE,1
934519942,Sophomore,College of Engineering,N/A,COE,1
934520020,Junior,College of Engineering,N/A,Both,0
934520093,Junior,College of Engineering,N/A,COE,12
934520103,Junior,College of Engineering,N/A,COE,0
934520123,Sophomore,College of Engineering,N/A,COE,6
934520131,Junior,College of Engineering,N/A,COE,2
934520132,Junior,College of Agricultural Sciences,N/A,HC,0
934520560,Junior,College of Engineering,N/A,Both,2
934520650,Freshman,College of Engineering,N/A,COE,0
934520655,Sophomore,College of Engineering,N/A,COE,0
934520699,Senior,College of Engineering,N/A,COE,0
934520732,Junior,College of Engineering,N/A,COE,1
934520825,Senior,College of Engineering,N/A,COE,0
934520862,Sophomore,College of Engineering,N/A,COE,0
934521092,Junior,College of Engineering,N/A,COE,7
934521169,Junior,College of Engineering,N/A,COE,4
934521170,Junior,College of Engineering,N/A,COE,0
934521372,Junior,College of Engineering,N/A,Both,2
934521432,Senior,College of Engineering,N/A,COE,2
934521671,Senior,College of Liberal Arts,N/A,HC,0
934521832,Sophomore,College of Engineering,N/A,COE,4
934521942,Senior,College of Science,N/A,HC,0
934522062,Senior,College of Engineering,N/A,COE,2
934522185,Sophomore,College of Engineering,N/A,COE,3
934522342,Sophomore,College of Engineering,N/A,COE,2
934522475,Junior,College of Engineering,N/A,COE,1
934522586,Senior,College of Engineering,Honors College,Both,0
934522660,Junior,College of Engineering,N/A,COE,3
934522820,Sophomore,College of Engineering,N/A,COE,0
934522847,Junior,College of Engineering,N/A,COE,0
934522889,Senior,College of Engineering,N/A,Both,6
934522925,Junior,College of Engineering,N/A,COE,0
934523076,Sophomore,College of Engineering,N/A,COE,0
934523193,Senior,College of Public Health and Human Sciences,N/A,HC,1
934523202,Sophomore,College of Engineering,N/A,COE,7
934523216,Junior,College of Engineering,N/A,COE,6
934523332,Junior,College of Engineering,N/A,COE,2
934523426,Senior,College of Engineering,N/A,Both,6
934523427,Freshman,College of Engineering,N/A,Both,0
934523492,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,0
934523690,Senior,College of Engineering,N/A,COE,0
934523728,Junior,College of Engineering,N/A,COE,6
934524051,Senior,College of Engineering,N/A,COE,1
934524178,Sophomore,College of Engineering,N/A,Both,5
934524336,Senior,College of Engineering,N/A,Both,0
934524402,Sophomore,College of Science,N/A,HC,0
934524575,Sophomore,College of Science,N/A,HC,0
